Corporation,project_code,j_name,lat,long,footpath,refuge_islands,signals,cctv,vehicular_light,lane_marking,pedestrian_crossing,median_island,table_top,landscape,cat_eyes,traffic_police_chowk,street_furniture,median,pavers,tactile_pavers,rumble_strips,pedestrian_light,signage,pelican_signals,bus_stop_shifting,autobays,cycle_track,pickup_dropoff,pedestrian_only_zone,tree_pits,bollards,j_code,road_hierarchy,theme,overlapping theme,budget
Central,J119,KFC Signal,12.97842,77.64087,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,J-A041,ARTERIAL,School,School | Commercial ,"6,00,000"
Central,J120,CMH Road - 80 feet Road,12.97863,77.64666,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,PI-C-001,ARTERIAL,Commercial ,Commercial ,"50,000"
Central,J121,Indranagar 100 feet Road Junction,12.97272,77.64119,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,PI-C-002,ARTERIAL,Commercial ,Commercial ,"2,00,00,000"
Central,J122,Shri Vidhya Ganapathi Junction,12.96919,77.62903,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,J-S015,SUB_ARTERIAL,School,School,"20,00,000"
Central,J123,Trinity Church road - Victoria Road Junction,12.96687,77.62061,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,PI-C-003,ARTERIAL,School,,"70,00,000"
Central,J124,Victoria road - Lower Agaram Road Junction,12.96537,77.6178,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,J-A709,ARTERIAL,School,School | Commercial ,"6,00,000"
Central,J125,Victoria road - Richmond Road Junction,12.96727,77.6112,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,J-A022,ARTERIAL,School,School | Commercial | Safe Corridor,"50,000"
Central,J126,Rhenius street - Richmond road junction,12.96542,77.6011,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,J-A019,ARTERIAL,School,School | Commercial | Safe Corridor,"2,00,00,000"
Central,J127,Richmond Circle,12.96489,77.59688,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,J-A027,ARTERIAL,Commercial , Commercial | Safe Corridor,"20,00,000"
Central,J128,Shantinagar TTMC junction,12.96245,77.59496,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,J-A026,ARTERIAL,Commercial , Commercial | Safe Corridor,"70,00,000"
Central,J129,Langford Road - Hossur Road Junction,12.95809,77.60608,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,J-A007,ARTERIAL,Transit,Transit |  Commercial | Safe Corridor,"6,00,000"
Central,J130,Hosur Road - Banarghatta Road Junction,12.95268,77.60519,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,PI-C-004,ARTERIAL,Commercial ,Commercial ,"50,000"
Central,J131,Madhavrao Park,12.94413,77.57726,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,PI-C-005,SUB_ARTERIAL,School,,"2,00,00,000"
Central,J132,Bugle Rock Junction,12.94364,77.56787,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,J-A727,ARTERIAL,School,,"20,00,000"
Central,J133,RV Road South End road Junction,12.93677,77.58015,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,PI-C-006,ARTERIAL,School,School | Safe Corridor,"70,00,000"
Central,J134,Ram Krishna Ashrama Junction,12.94799,77.56787,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,PI-C-007,SUB_ARTERIAL,Commercial ,Commercial ,"6,00,000"
Central,J135,KR road - Vani Villas road Junction,12.94855,77.57378,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,PI-C-008,ARTERIAL,Commercial , Commercial | Safe Corridor,"50,000"
Central,J136,Vanni Villas road Kanakpura Road Junction,12.94831,77.57682,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,PI-C-009,ARTERIAL,School,School |Transit,"2,00,00,000"
Central,J137,Lalbagh Fort Road - Sajjan Rao Road,12.95631,77.57736,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,J-A100,ARTERIAL,School,School | Commercial | Safe Corridor,"20,00,000"
Central,J138,Patel Kempiah Circle,12.95519,77.58004,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,J-A087,ARTERIAL,School,School | Commercial | Safe Corridor,"70,00,000"
Central,J139,Ejipura Main Road - Srinivagilu Main Road Junction,12.95171,77.62155,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,J-A016,ARTERIAL,School,School,"6,00,000"
Central,J140,Agara Lake road Junction,12.92459,77.6496,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PI-C-010,SUB_ARTERIAL,School,School | Commercial ,"50,000"
Central,J141,Tank bund road Junction,12.97589,77.56448,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,J-A115,ARTERIAL,School,School | Commercial | Transit,"2,00,00,000"
Central,J142,Gopalpura Junction,12.98211,77.56426,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,PI-C-011,ARTERIAL,Commercial , Commercial | Safe Corridor,"20,00,000"
Central,J143,Gopalpura-Majestic Junction,12.98478,77.57216,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,PI-C-012,ARTERIAL,School,School | Commercial ,"70,00,000"
Central,J144,Mantri mall Junction,12.99032,77.57184,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,J-S073,SUB_ARTERIAL,Transit, Commercial | Transit,"6,00,000"
Central,J145,Sheshadripuram Main Road Junction,12.98899,77.57407,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,PI-C-013,SUB_ARTERIAL,School,School | Commercial ,"50,000"
Central,J146,Mahakavi Kuvempu Circle,12.99691,77.57144,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,PI-C-014,SUB_ARTERIAL,School,School | Commercial ,"6,00,000"
Central,J147,MKK - Link Road Junction,12.99692,77.57333,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,PI-C-015,SUB_ARTERIAL,School,School | Commercial ,"50,000"
Central,J148,Car street Road - CMR Junction,12.97576,77.62609,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,PI-C-016,SUB_ARTERIAL,School,School | Commercial | Transit,"2,00,00,000"
Central,J149,Halsooru - Gurudwara Junction,12.97593,77.62026,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-C-017,SUB_ARTERIAL,School,School | Commercial ,"20,00,000"
Central,J150,CMH Road - Paramahamsa Yogananda road Junction,12.97826,77.63669,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,J-A038,ARTERIAL,Commercial ,,"70,00,000"
Central,J151,OMR - Paramahamsa Yogananda road Junction,12.98292,77.63751,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,PI-C-018,ARTERIAL,Commercial ,Commercial ,"6,00,000"
Central,J152,EGL Campus - Intermediate Ring Road Junction,12.95167,77.63981,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,PI-C-019,ARTERIAL,Commercial ,Commercial ,"50,000"
Central,J153,Nagasandra Road - 100 feet road Junction,12.95473,77.64135,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,PI-C-020,ARTERIAL,Commercial ,Commercial ,"2,00,00,000"
Central,J154,Domlur 100 feet road -17th main road Junction,12.9634,77.64162,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,PI-C-021,ARTERIAL,Commercial ,Commercial ,"20,00,000"
Central,J155,Baiyapanahalli - Old Madras Road Junction,12.98408,77.6406,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,PI-C-022,ARTERIAL,Transit,,"70,00,000"
Central,J156,Intermediate Ring Road - Patel Ram Reddy Road Junction,12.95641,77.641,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,PI-C-023,ARTERIAL,Commercial ,Commercial ,"6,00,000"
Central,J157,Intermediate Ring Road (not a junction),12.9459,77.64,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,PI-C-024,ARTERIAL,Blackspot,Blackspot,"50,000"
Central,J158,City Market Junction,12.96438,77.577,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,PI-C-025,SUB_ARTERIAL,Blackspot,Blackspot,"2,00,00,000"
Central,J159,Fort - Victoria Hospital Junction,12.96228,77.576,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,PI-C-026,SUB_ARTERIAL,Blackspot,Blackspot,"20,00,000"
Central,J160,Osman Khan - NR Road,12.9635,77.579,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,PI-C-027,SUB_ARTERIAL,Blackspot,Blackspot,"70,00,000"
Central,J161,Intermediate Ring Road (not a junction),12.94802,77.64084,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,PI-C-028,ARTERIAL,None,,"6,00,000"
Central,J162,Nagasandra Road - Intermediate Ring Road Junction,12.95461,77.64125,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PI-C-029,ARTERIAL,Commercial ,Commercial ,"50,000"
Central,J163,Majestic BMTC Entry,12.97708,77.57438,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,PI-C-030,ARTERIAL,Commercial ,Commercial ,"2,00,00,000"
Central,J164,Old Madras road - Baiyappanahalli Road,12.98477,77.64249,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PI-C-031,SUB_ARTERIAL,Transit,,"20,00,000"
Central,J165,Old Airport - Leela Palace Junction,12.95976,77.6491,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,J-A045,ARTERIAL,Crash,Crash,"70,00,000"
Central,J166,URRS Old Airport Road Signal,12.95938,77.65423,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,J-A063,ARTERIAL,Crash,Crash,"6,00,000"
North,J1,Wheeler Road - Assaye Road,12.99588,77.6169,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-N-001,SUB_ARTERIAL,Commercial ,,"50,000"
North,J2,ITC Green Center Entrance - Doddabanaswadi Road,12.99984,77.62527,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,PI-N-002,SUB_ARTERIAL,School,School,"2,00,00,000"
North,J3,ITC Main Road - Doddabanaswadi Main Road,13.00096,77.62703,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,J-A338,ARTERIAL,School,,"20,00,000"
North,J4,Kodigehalli Gate,13.0537,77.59354,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PI-N-003,SUB_ARTERIAL,Commercial ,Commercial ,"70,00,000"
North,J5,Kodigehalli main road - Airport Road,13.05741,77.59325,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,PI-N-004,SUB_ARTERIAL,Commercial ,Commercial ,"6,00,000"
North,J6,Jakkur - Airport Road Junction,13.08195,77.59317,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PI-N-005,SUB_ARTERIAL,Commercial ,Commercial ,"50,000"
North,J7,RMZ Galleria Mall Junction,13.09522,77.59444,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,PI-N-006,SUB_ARTERIAL,School,School | Transit,"2,00,00,000"
North,J8,Yelhanka Main Road - Railway station road Junction,13.09912,77.59733,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PI-N-007,SUB_ARTERIAL,Commercial ,,"20,00,000"
North,J9,Kogilu main road Junction,13.10356,77.61635,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-N-008,SUB_ARTERIAL,Commercial ,Commercial ,"70,00,000"
North,J10,Thanisandra main road - Rammiah city road Junction,13.04544,77.62737,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PI-N-009,SUB_ARTERIAL,Transit,Commercial | Transit,"6,00,000"
North,J11,Thanisandra main road - Vidyasagar main road Junction,13.04754,77.62868,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-N-010,SUB_ARTERIAL,Commercial ,Commercial ,"50,000"
North,J12,Thanisandra main road - Maruti saw mall road Junction,13.04934,77.62981,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,PI-N-011,SUB_ARTERIAL,School,School | Commercial ,"2,00,00,000"
North,J13,Thanisandra main road - Masjid road Junction,13.05053,77.63041,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-N-012,SUB_ARTERIAL,School,School | Commercial ,"20,00,000"
North,J14,Thanisandra main road - Sanchar nagar main road Junction,13.0516,77.63098,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-N-013,SUB_ARTERIAL,Commercial ,Commercial ,"70,00,000"
North,J15,Thanisandra main road - Rachenahalli main road Junction,13.056,77.63231,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,PI-N-014,SUB_ARTERIAL,School,School | Commercial ,"6,00,000"
North,J16,"Gangamma circle, Major Sandeep Unikrishnan Road Junction",13.05678,77.54678,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,J-S158,SUB_ARTERIAL,Commercial ,,"50,000"
East,J17,Kalkere Main Road Junction,13.02881,77.66377,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,J-A234,ARTERIAL,Commercial ,Commercial ,"2,00,00,000"
East,J18,Hopefarm Junction,12.98378,77.75246,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PI-E-001,SUB_ARTERIAL,Commercial , Commercial | Safe Corridor,"20,00,000"
East,J19,Kalkere Channsandra Main Road Junction,13.03693,77.67512,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-E-002,SUB_ARTERIAL,Commercial ,Commercial ,"70,00,000"
East,J20,Varthur – Gunjur Junction,12.92518,77.73713,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-E-003,SUB_ARTERIAL,Commercial , Commercial | Safe Corridor,"6,00,000"
East,J21,Kalkere Main Road – Hennur Junction,13.02879,77.66378,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,J-A234,ARTERIAL,Commercial ,Commercial ,"50,000"
East,J22,Hennur Baglur Junction,13.06429,77.65153,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,PI-E-004,SUB_ARTERIAL,School,School | Commercial ,"2,00,00,000"
East,J23,TC Palya Main Road Junction,13.01333,77.66232,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,PI-E-005,SUB_ARTERIAL,Commercial ,Commercial ,"20,00,000"
East,J24,Kundanahalli Underpass Junction,12.95596,77.7148,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PI-E-006,SUB_ARTERIAL,Commercial ,Commercial ,"70,00,000"
East,J25,Ram Murthy Nagar Main Road Junction,13.01175,77.67881,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-E-007,SUB_ARTERIAL,School,School,"6,00,000"
East,J26,Rammurtinagar Main Road – Old Madras Road Junction,13.00517,77.68495,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,PI-E-008,ARTERIAL,Commercial ,Commercial ,"50,000"
East,J27,Old Madras Road – Diesel Locoshed Road Junction,13.00819,77.69262,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,PI-E-009,ARTERIAL,Transit,,"2,00,00,000"
East,J28,Vydehi College Junction,12.97654,77.72719,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,PI-E-010,SUB_ARTERIAL,Transit,,"20,00,000"
East,J29,Kaggadasapura Main Road Junction,12.98607,77.67124,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PI-E-011,SUB_ARTERIAL,Commercial ,Commercial ,"70,00,000"
East,J30,Kaggadasapura Railway Cross,12.98374,77.67985,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-E-012,SUB_ARTERIAL,Commercial ,Commercial ,"6,00,000"
East,J31,New Horizon College Junction,12.93128,77.69505,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,PI-E-013,ARTERIAL,School,,"50,000"
East,J32,Hoodi Circle,12.99218,77.71579,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,J-A225,ARTERIAL,School,School | Commercial | Safe Corridor,"2,00,00,000"
East,J33,ITPL Main Road Junction,12.98822,77.73177,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,PI-E-014,SUB_ARTERIAL,Commercial ,Commercial | Safe Corridor,"20,00,000"
East,J34,Whitefield Main Road – Borewell Road Junction,12.96782,77.74952,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,J-A200,ARTERIAL,School,School | Commercial ,"70,00,000"
East,J35,ITPL Main Road - Mahadevpura Junction,13.0001,77.682,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PI-E-015,SUB_ARTERIAL,School,,"6,00,000"
East,J36,ITPL Main Road - GR Tech Park Road Junction,12.98698,77.742,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,PI-E-016,SUB_ARTERIAL,Commercial ,Commercial ,"50,000"
